date,state,district,pincode,bio_age_5_17,bio_age_17_
13-11-2025,Andhra Pradesh,Chittoor,SAMPLE_PIN_00939,3,1
15-12-2025,Andhra Pradesh,Chittoor,SAMPLE_PIN_00961,6,5
10-12-2025,Andhra Pradesh,Chittoor,SAMPLE_PIN_00904,5,6
09-12-2025,Andhra Pradesh,Chittoor,SAMPLE_PIN_00965,1,3
12-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06171,0,1
08-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01012,1,5
11-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01064,8,25
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00969,4,2
18-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00981,3,2
10-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01040,1,13
19-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01029,1,8
01-03-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01064,340,624
25-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06172,0,1
01-06-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01059,55,127
17-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06173,0,3
16-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00996,15,18
18-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00977,2,5
12-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01012,1,4
25-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01046,12,10
02-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01035,2,1
11-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06174,0,1
25-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01042,4,3
15-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00990,7,6
08-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06175,1,1
12-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01000,2,2
16-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06176,0,1
11-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01021,4,2
13-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00985,2,8
10-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01058,0,2
01-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01060,0,7
01-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01021,4,6
13-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01001,2,3
15-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01008,3,4
04-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06177,1,0
09-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00984,4,3
12-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00971,10,2
04-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01016,1,2
11-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06178,1,4
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00977,3,13
08-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00983,4,7
15-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01010,4,8
01-05-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01000,77,96
10-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01037,4,17
14-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00979,3,2
08-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06173,2,1
08-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01040,1,8
06-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01045,5,8
01-04-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00977,120,156
08-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06178,2,3
01-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06179,4,5
05-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00979,9,22
08-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01015,5,2
07-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01024,8,42
26-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06177,1,1
07-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06180,0,1
04-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01054,5,4
04-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01006,8,6
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01052,2,3
12-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00979,11,16
08-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00976,1,9
01-07-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01018,16,57
26-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00973,3,4
10-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00990,6,8
11-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01054,1,4
09-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00988,1,6
01-06-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01020,179,355
11-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01025,0,3
09-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01024,4,13
29-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00975,14,5
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01041,9,11
26-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06178,4,2
08-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01060,2,0
04-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01058,1,0
12-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01048,0,2
26-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00995,1,2
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01023,25,23
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00984,3,6
17-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01013,3,7
28-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01028,1,0
10-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00995,2,2
01-07-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01012,60,159
01-04-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00989,32,147
03-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01013,13,12
08-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01020,3,11
03-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01029,1,4
11-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00996,12,7
01-06-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01048,16,60
02-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06181,17,8
16-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01034,0,4
01-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00974,3,6
01-04-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01046,83,159
08-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01020,2,14
01-04-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01032,23,63
13-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00981,1,2
27-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00982,4,2
29-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01056,2,2
17-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01029,5,13
08-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01031,0,4
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01045,2,7
26-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01033,2,8
26-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01060,11,9
11-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00989,1,8
09-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01062,0,1
08-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01007,10,22
26-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01059,5,2
03-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00986,11,8
01-07-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01008,46,93
16-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01051,2,12
02-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01011,3,3
12-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00978,7,11
04-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06182,1,0
16-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00977,4,8
14-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00992,1,0
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01053,7,7
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01016,5,8
20-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01001,4,2
07-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01000,1,2
17-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00977,6,11
03-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06171,0,1
16-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00987,1,1
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00991,1,5
02-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06183,0,1
11-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01048,0,1
16-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06181,0,3
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06176,1,1
12-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00997,2,7
14-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01009,2,3
01-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06181,18,2
10-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01004,18,16
07-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01018,0,1
15-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01032,2,1
12-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01045,9,14
01-03-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01053,234,190
10-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01017,1,0
11-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01051,3,5
18-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00989,1,0
15-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01009,2,8
18-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01058,1,4
07-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01051,1,2
27-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01013,6,8
03-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01005,1,3
04-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06171,0,1
19-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01053,1,5
08-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01036,1,5
01-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00991,5,5
06-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01048,4,3
29-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01045,12,5
12-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00999,1,10
01-05-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01039,66,65
01-04-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01014,171,283
08-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06181,2,8
28-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01016,1,0
02-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01013,0,9
10-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01052,0,5
09-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00977,5,4
08-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01050,11,12
04-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00975,8,11
13-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01049,6,4
18-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01050,2,1
01-03-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00975,158,186
09-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01037,3,14
09-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00979,2,4
26-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00972,3,6
04-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00995,1,4
11-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00987,2,3
08-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00993,1,3
11-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01055,0,1
01-06-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01018,19,47
12-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01004,1,3
01-05-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01005,31,61
01-04-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01012,96,195
12-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00973,10,19
17-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01044,9,11
07-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01028,2,8
19-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01010,4,9
28-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01009,6,4
02-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00986,5,23
13-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01060,8,4
11-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01063,1,9
01-04-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06181,49,119
12-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01026,0,5
01-03-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00983,166,151
01-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01048,0,3
14-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01003,0,3
13-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00973,12,2
01-03-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00980,130,509
19-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00969,1,7
03-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01027,5,2
03-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00973,0,5
10-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00988,1,5
09-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00994,3,2
26-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01020,19,12
01-07-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06182,14,54
15-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01038,0,9
01-06-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00991,60,90
08-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01060,2,8
18-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01042,1,2
02-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06175,1,0
11-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01007,5,12
12-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06179,0,5
09-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00989,3,11
15-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01024,10,11
08-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01058,1,4
08-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01061,2,8
14-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00972,0,1
17-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06172,1,4
10-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01056,2,5
12-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01028,1,12
26-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00985,12,12
07-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00990,6,11
25-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01064,25,24
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06179,1,3
04-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00970,0,8
12-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01008,2,1
01-04-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01021,37,130
15-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00986,6,10
08-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00985,7,10
02-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01009,10,8
18-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01058,2,4
12-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01058,0,4
06-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01014,16,11
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01031,2,1
29-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01064,25,15
26-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01014,18,24
09-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01014,4,11
08-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00968,2,7
20-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00990,2,2
13-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01027,2,3
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00992,3,7
01-03-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01052,77,101
15-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00972,6,5
01-05-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01028,90,111
05-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01035,2,2
01-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01053,0,4
12-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06180,0,1
29-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01006,9,5
09-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01039,2,0
09-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01060,1,0
04-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01032,8,4
09-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00993,4,2
01-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06173,0,2
18-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00991,1,8
19-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01049,3,7
13-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01035,4,0
15-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00987,0,5
10-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01052,0,6
01-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01040,5,9
15-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01028,1,8
10-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06184,0,1
12-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01034,0,1
10-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01005,1,0
03-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01030,1,0
02-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01058,1,2
03-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01018,0,1
08-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01039,1,5
09-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01038,2,15
07-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01039,1,2
01-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01020,19,9
17-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00987,8,6
03-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01042,3,3
01-03-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01045,87,226
25-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01027,5,8
06-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01016,4,10
26-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00980,14,15
13-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01022,3,10
03-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01054,1,3
18-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06181,2,2
15-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01050,3,11
03-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06178,1,1
04-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01055,0,5
15-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01040,5,6
04-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01006,4,10
13-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00989,4,6
13-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00969,3,2
02-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01058,3,4
13-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00983,2,11
16-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00991,4,4
27-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01052,5,2
11-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01061,4,2
16-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01017,1,1
27-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01036,7,5
29-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00968,7,2
07-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00988,1,7
01-03-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01060,270,268
16-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00984,6,6
05-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00977,3,5
01-06-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00983,133,195
09-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00973,0,1
15-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01011,2,0
01-05-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06179,23,86
19-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00982,3,0
13-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01006,8,6
16-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01002,15,15
20-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01040,1,1
01-03-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01011,25,55
05-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01010,19,5
02-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01013,16,18
06-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06184,0,1
18-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00970,2,0
13-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01019,11,14
06-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_06182,1,0
25-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01010,6,6
10-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01028,5,5
03-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00995,3,3
05-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00993,7,5
15-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01035,4,8
18-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01020,3,4
02-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01064,21,33
04-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01008,1,3
14-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00975,3,0
02-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00968,4,4
03-09-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00985,3,9
19-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01003,1,1
09-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00987,2,9
15-11-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_01021,9,6
13-12-2025,Tamil Nadu,Coimbatore,SAMPLE_PIN_00989,7,12
13-11-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01069,10,13
01-06-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01110,178,598
28-12-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01123,0,1
02-09-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01121,5,6
17-09-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01065,1,7
01-03-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01075,299,102
18-11-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01132,7,4
07-11-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01082,2,0
11-09-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01096,2,4
07-11-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01124,0,1
20-12-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01112,27,3
02-12-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01071,0,5
14-12-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01085,4,5
01-07-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01111,124,238
18-11-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01072,13,5
01-03-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01116,126,49
25-12-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01084,13,4
11-11-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01119,8,9
01-06-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01074,272,600
14-11-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01121,10,6
01-09-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01097,0,1
01-07-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01122,125,353
02-12-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01115,29,11
13-12-2025,Tamil Nadu,Cuddalore,SAMPLE_PIN_01126,0,4
