date,state,district,pincode,demo_age_5_17,demo_age_17_
10-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01523,3,3
11-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01564,1,10
12-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01549,0,6
15-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01514,1,14
31-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01542,5,15
27-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01566,1,6
22-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01545,1,3
16-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01537,3,16
06-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01528,5,21
16-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01547,1,1
21-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01527,3,3
31-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01565,4,44
08-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01512,0,12
27-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01559,1,2
04-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01560,1,7
09-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01545,2,8
13-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01513,0,7
29-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01540,0,1
20-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01562,3,9
14-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01518,3,11
18-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01530,1,5
29-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01543,2,12
12-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01562,2,3
04-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01539,0,2
04-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01566,0,4
11-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01521,1,14
18-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01568,0,2
16-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01534,2,17
21-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01547,0,5
25-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01517,1,13
11-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01555,1,3
05-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01521,0,11
13-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01527,1,6
09-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01533,1,13
08-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01549,6,12
01-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01542,2,7
08-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01520,0,5
18-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01553,1,12
09-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01523,1,6
21-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01526,0,1
16-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01520,1,9
26-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01562,0,11
20-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01553,3,5
18-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01543,0,18
04-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01529,3,5
07-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01536,2,3
17-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01554,0,6
20-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01566,0,1
04-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01515,3,13
03-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01554,2,5
08-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01515,2,9
18-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01527,0,12
18-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01531,0,3
26-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01560,2,13
22-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01521,0,2
05-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01525,3,4
20-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01551,0,3
28-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01534,1,17
03-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01527,0,9
03-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01530,0,5
16-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01544,1,2
17-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01515,3,7
03-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01520,3,14
01-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01558,4,13
29-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01519,1,8
23-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01513,0,12
16-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01519,4,15
03-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01562,5,9
23-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01527,0,15
10-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01543,12,17
01-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01518,0,9
20-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01531,0,1
09-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01512,2,6
08-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01542,1,12
17-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01515,1,16
24-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01555,0,2
23-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01032,0,4
12-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01546,0,9
07-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01564,1,9
09-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01528,1,22
23-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01536,0,14
01-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01556,0,2
03-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01530,1,11
13-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01533,4,9
07-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01552,2,5
02-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01521,2,8
15-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01538,0,7
28-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_06658,0,1
07-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01520,1,4
26-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01565,6,33
28-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01570,0,2
16-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01522,2,13
14-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01529,1,13
25-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01557,1,5
04-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01546,1,2
03-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01536,1,3
24-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01537,0,16
18-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01524,2,13
28-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01555,2,1
06-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01567,1,5
04-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01554,0,3
15-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01522,0,22
09-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01538,0,7
07-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01536,0,2
02-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01561,0,4
28-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01522,3,15
03-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01521,2,12
06-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01537,4,20
14-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01515,1,9
23-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01545,0,3
08-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01530,1,9
28-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01557,1,4
01-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01526,3,4
08-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01553,0,7
27-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01562,2,18
01-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01518,0,9
10-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01554,0,6
20-09-2025,Tamil Nadu,Erode,SAMPLE_PIN_01518,2,9
11-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01545,2,4
20-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01524,1,17
28-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01550,1,17
16-10-2025,Tamil Nadu,Erode,SAMPLE_PIN_01538,3,14
05-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01513,2,2
11-12-2025,Tamil Nadu,Erode,SAMPLE_PIN_01537,2,16
02-11-2025,Tamil Nadu,Erode,SAMPLE_PIN_01531,1,2
03-12-2025,Odisha,Ganjam,SAMPLE_PIN_01617,3,8
16-12-2025,Odisha,Ganjam,SAMPLE_PIN_01625,2,15
13-09-2025,Odisha,Ganjam,SAMPLE_PIN_01580,0,9
23-10-2025,Odisha,Ganjam,SAMPLE_PIN_01578,1,0
18-09-2025,Odisha,Ganjam,SAMPLE_PIN_01584,2,5
15-09-2025,Odisha,Ganjam,SAMPLE_PIN_01635,2,7
07-09-2025,Odisha,Ganjam,SAMPLE_PIN_01607,0,2
12-12-2025,Odisha,Ganjam,SAMPLE_PIN_01617,1,5
22-12-2025,Odisha,Ganjam,SAMPLE_PIN_01619,0,4
23-12-2025,Odisha,Ganjam,SAMPLE_PIN_01638,1,9
20-12-2025,Odisha,Ganjam,SAMPLE_PIN_01646,0,7
21-12-2025,Odisha,Ganjam,SAMPLE_PIN_01617,2,5
19-09-2025,Odisha,Ganjam,SAMPLE_PIN_01578,5,19
18-09-2025,Odisha,Ganjam,SAMPLE_PIN_01629,0,5
26-12-2025,Odisha,Ganjam,SAMPLE_PIN_01606,2,8
06-09-2025,Odisha,Ganjam,SAMPLE_PIN_01596,1,3
08-11-2025,Orissa,Ganjam,SAMPLE_PIN_01625,0,5
24-12-2025,Odisha,Ganjam,SAMPLE_PIN_01640,1,5
19-10-2025,Odisha,Ganjam,SAMPLE_PIN_01640,1,3
21-10-2025,Odisha,Ganjam,SAMPLE_PIN_01645,3,4
01-03-2025,Odisha,Ganjam,SAMPLE_PIN_01591,35,311
20-12-2025,Odisha,Ganjam,SAMPLE_PIN_01574,0,17
20-10-2025,Odisha,Ganjam,SAMPLE_PIN_01621,0,4
28-12-2025,Odisha,Ganjam,SAMPLE_PIN_01599,5,7
10-12-2025,Odisha,Ganjam,SAMPLE_PIN_01625,1,17
18-09-2025,Odisha,Ganjam,SAMPLE_PIN_01600,0,3
21-12-2025,Odisha,Ganjam,SAMPLE_PIN_01606,0,3
08-11-2025,Odisha,Ganjam,SAMPLE_PIN_01586,1,9
21-10-2025,Odisha,Ganjam,SAMPLE_PIN_01576,1,2
15-11-2025,Orissa,Ganjam,SAMPLE_PIN_01586,0,5
02-09-2025,Odisha,Ganjam,SAMPLE_PIN_01621,1,27
25-10-2025,Odisha,Ganjam,SAMPLE_PIN_01626,0,10
18-10-2025,Odisha,Ganjam,SAMPLE_PIN_01618,3,6
20-12-2025,Odisha,Ganjam,SAMPLE_PIN_01600,1,3
08-11-2025,Orissa,Ganjam,SAMPLE_PIN_01576,0,2
05-12-2025,Orissa,Ganjam,SAMPLE_PIN_01610,0,5
06-11-2025,Orissa,Ganjam,SAMPLE_PIN_01578,0,2
17-09-2025,Orissa,Ganjam,SAMPLE_PIN_01603,0,1
27-10-2025,Odisha,Ganjam,SAMPLE_PIN_01624,2,1
18-11-2025,Orissa,Ganjam,SAMPLE_PIN_01596,0,1
07-12-2025,Odisha,Ganjam,SAMPLE_PIN_01582,0,3
06-12-2025,Odisha,Ganjam,SAMPLE_PIN_01604,2,10
13-10-2025,Odisha,Ganjam,SAMPLE_PIN_01629,0,3
14-11-2025,Odisha,Ganjam,SAMPLE_PIN_01620,2,7
23-12-2025,Odisha,Ganjam,SAMPLE_PIN_01598,1,14
15-11-2025,Odisha,Ganjam,SAMPLE_PIN_01577,0,6
24-10-2025,Odisha,Ganjam,SAMPLE_PIN_01644,1,4
28-11-2025,Odisha,Ganjam,SAMPLE_PIN_01622,1,20
18-12-2025,Odisha,Ganjam,SAMPLE_PIN_01604,0,2
28-11-2025,Odisha,Ganjam,SAMPLE_PIN_01630,0,2
10-11-2025,Odisha,Ganjam,SAMPLE_PIN_01629,2,7
15-11-2025,Orissa,Ganjam,SAMPLE_PIN_01597,0,1
20-12-2025,Orissa,Ganjam,SAMPLE_PIN_01589,2,2
28-12-2025,Odisha,Ganjam,SAMPLE_PIN_01620,0,6
12-09-2025,Orissa,Ganjam,SAMPLE_PIN_01639,0,1
15-10-2025,Orissa,Ganjam,SAMPLE_PIN_01645,0,1
21-10-2025,Odisha,Ganjam,SAMPLE_PIN_01574,0,7
01-09-2025,Odisha,Ganjam,SAMPLE_PIN_01609,1,4
05-09-2025,Odisha,Ganjam,SAMPLE_PIN_01577,1,6
20-09-2025,Orissa,Ganjam,SAMPLE_PIN_01597,0,2
18-11-2025,Orissa,Ganjam,SAMPLE_PIN_01583,0,2
16-11-2025,Odisha,Ganjam,SAMPLE_PIN_01632,2,2
09-12-2025,Orissa,Ganjam,SAMPLE_PIN_01597,0,1
27-11-2025,Orissa,Ganjam,SAMPLE_PIN_01576,0,4
01-03-2025,Odisha,Ganjam,SAMPLE_PIN_01579,31,198
27-10-2025,Odisha,Ganjam,SAMPLE_PIN_01598,3,5
27-12-2025,Orissa,Ganjam,SAMPLE_PIN_01589,1,7
06-09-2025,Orissa,Ganjam,SAMPLE_PIN_01586,0,8
08-12-2025,Odisha,Ganjam,SAMPLE_PIN_01626,3,10
12-11-2025,Odisha,Ganjam,SAMPLE_PIN_01635,0,12
04-09-2025,Odisha,Ganjam,SAMPLE_PIN_01577,2,4
16-09-2025,Orissa,Ganjam,SAMPLE_PIN_01601,0,3
08-12-2025,Orissa,Ganjam,SAMPLE_PIN_01599,1,1
27-12-2025,Orissa,Ganjam,SAMPLE_PIN_01591,0,4
15-11-2025,Odisha,Ganjam,SAMPLE_PIN_01602,1,15
11-09-2025,Odisha,Ganjam,SAMPLE_PIN_01582,0,3
28-11-2025,Odisha,Ganjam,SAMPLE_PIN_01586,0,16
23-12-2025,Odisha,Ganjam,SAMPLE_PIN_01628,1,6
23-12-2025,Orissa,Ganjam,SAMPLE_PIN_01620,0,1
21-10-2025,Odisha,Ganjam,SAMPLE_PIN_01607,0,2
01-11-2025,Odisha,Ganjam,SAMPLE_PIN_01630,0,2
13-09-2025,Odisha,Ganjam,SAMPLE_PIN_01645,1,11
07-09-2025,Odisha,Ganjam,SAMPLE_PIN_01603,0,1
26-12-2025,Odisha,Ganjam,SAMPLE_PIN_01593,4,28
19-12-2025,Odisha,Ganjam,SAMPLE_PIN_01602,0,12
09-12-2025,Odisha,Ganjam,SAMPLE_PIN_01578,4,14
30-10-2025,Odisha,Ganjam,SAMPLE_PIN_01580,1,5
08-12-2025,Odisha,Ganjam,SAMPLE_PIN_01628,0,4
02-11-2025,Orissa,Ganjam,SAMPLE_PIN_01603,0,2
30-10-2025,Odisha,Ganjam,SAMPLE_PIN_01593,1,8
31-10-2025,Odisha,Ganjam,SAMPLE_PIN_01631,0,1
29-10-2025,Odisha,Ganjam,SAMPLE_PIN_01606,0,5
03-09-2025,Odisha,Ganjam,SAMPLE_PIN_01628,0,3
12-12-2025,Odisha,Ganjam,SAMPLE_PIN_01622,5,9
23-12-2025,Orissa,Ganjam,SAMPLE_PIN_01603,0,1
11-09-2025,Odisha,Ganjam,SAMPLE_PIN_01595,1,5
02-12-2025,Odisha,Ganjam,SAMPLE_PIN_01626,0,6
17-11-2025,Orissa,Ganjam,SAMPLE_PIN_01578,0,2
04-12-2025,Odisha,Ganjam,SAMPLE_PIN_01642,0,3
19-11-2025,Odisha,Ganjam,SAMPLE_PIN_01640,3,3
31-10-2025,Orissa,Ganjam,SAMPLE_PIN_01633,0,1
12-12-2025,Odisha,Ganjam,SAMPLE_PIN_01638,2,14
15-09-2025,Orissa,Ganjam,SAMPLE_PIN_01601,0,1
12-09-2025,Odisha,Ganjam,SAMPLE_PIN_01646,0,5
18-10-2025,Odisha,Ganjam,SAMPLE_PIN_01607,3,7
29-11-2025,Odisha,Ganjam,SAMPLE_PIN_01597,0,1
13-10-2025,Odisha,Ganjam,SAMPLE_PIN_01592,0,2
27-10-2025,Odisha,Ganjam,SAMPLE_PIN_01579,1,5
05-11-2025,Odisha,Ganjam,SAMPLE_PIN_01622,2,5
26-12-2025,Odisha,Ganjam,SAMPLE_PIN_01643,7,30
01-09-2025,Odisha,Ganjam,SAMPLE_PIN_01574,2,19
19-12-2025,Odisha,Ganjam,SAMPLE_PIN_01627,1,6
29-12-2025,Odisha,Ganjam,SAMPLE_PIN_01639,0,1
11-12-2025,Odisha,Ganjam,SAMPLE_PIN_01585,1,11
07-09-2025,Odisha,Ganjam,SAMPLE_PIN_01580,0,1
19-10-2025,Odisha,Ganjam,SAMPLE_PIN_01633,0,3
15-11-2025,Odisha,Ganjam,SAMPLE_PIN_01610,0,5
22-12-2025,Odisha,Ganjam,SAMPLE_PIN_01611,0,1
16-10-2025,Odisha,Ganjam,SAMPLE_PIN_01584,0,10
04-09-2025,Orissa,Ganjam,SAMPLE_PIN_01645,0,1
03-12-2025,Odisha,Ganjam,SAMPLE_PIN_01644,0,10
11-11-2025,Odisha,Ganjam,SAMPLE_PIN_01608,0,4
27-10-2025,Odisha,Ganjam,SAMPLE_PIN_01616,1,2
08-12-2025,Odisha,Ganjam,SAMPLE_PIN_01588,2,13
15-10-2025,Odisha,Ganjam,SAMPLE_PIN_01638,1,6
02-11-2025,Odisha,Ganjam,SAMPLE_PIN_01629,0,3
29-11-2025,Odisha,Ganjam,SAMPLE_PIN_01574,2,15
15-10-2025,Odisha,Ganjam,SAMPLE_PIN_01622,5,13
20-09-2025,Orissa,Ganjam,SAMPLE_PIN_01623,0,1
18-10-2025,Odisha,Ganjam,SAMPLE_PIN_01572,3,3
10-12-2025,Orissa,Ganjam,SAMPLE_PIN_01608,0,1
22-12-2025,Odisha,Ganjam,SAMPLE_PIN_01632,0,2
10-09-2025,Odisha,Ganjam,SAMPLE_PIN_01628,0,2
21-12-2025,Odisha,Ganjam,SAMPLE_PIN_01625,4,15
01-03-2025,Odisha,Ganjam,SAMPLE_PIN_01572,19,200
31-10-2025,Orissa,Ganjam,SAMPLE_PIN_01591,0,2
01-11-2025,Odisha,Ganjam,SAMPLE_PIN_01632,0,1
26-10-2025,Odisha,Ganjam,SAMPLE_PIN_01619,3,1
11-12-2025,Odisha,Ganjam,SAMPLE_PIN_01579,0,3
01-11-2025,Odisha,Ganjam,SAMPLE_PIN_01613,2,8
26-11-2025,Odisha,Ganjam,SAMPLE_PIN_01599,3,4
01-03-2025,Odisha,Ganjam,SAMPLE_PIN_01605,12,152
09-11-2025,Odisha,Ganjam,SAMPLE_PIN_01641,0,3
04-11-2025,Odisha,Ganjam,SAMPLE_PIN_01631,0,2
16-09-2025,Odisha,Ganjam,SAMPLE_PIN_01571,0,9
04-12-2025,Odisha,Ganjam,SAMPLE_PIN_01604,1,13
01-09-2025,Odisha,Ganjam,SAMPLE_PIN_01599,1,12
10-11-2025,Orissa,Ganjam,SAMPLE_PIN_01616,0,1
17-11-2025,Odisha,Ganjam,SAMPLE_PIN_01629,1,8
12-11-2025,Orissa,Ganjam,SAMPLE_PIN_01589,3,10
12-11-2025,Odisha,Ganjam,SAMPLE_PIN_01580,2,10
15-10-2025,Orissa,Ganjam,SAMPLE_PIN_01614,0,1
23-10-2025,Odisha,Ganjam,SAMPLE_PIN_01631,1,0
18-12-2025,Odisha,Ganjam,SAMPLE_PIN_01571,0,2
29-11-2025,Odisha,Ganjam,SAMPLE_PIN_01576,4,12
26-12-2025,Odisha,Ganjam,SAMPLE_PIN_01633,4,14
27-12-2025,Odisha,Ganjam,SAMPLE_PIN_01582,2,7
18-11-2025,Odisha,Ganjam,SAMPLE_PIN_01645,3,11
27-11-2025,Odisha,Ganjam,SAMPLE_PIN_01626,1,15
13-10-2025,Odisha,Ganjam,SAMPLE_PIN_01584,3,2
08-11-2025,Odisha,Ganjam,SAMPLE_PIN_01628,2,4
27-12-2025,Odisha,Ganjam,SAMPLE_PIN_01598,0,12
02-12-2025,Odisha,Ganjam,SAMPLE_PIN_01593,6,18
16-09-2025,Odisha,Ganjam,SAMPLE_PIN_01615,1,5
12-11-2025,Orissa,Ganjam,SAMPLE_PIN_01601,0,7
17-09-2025,Odisha,Ganjam,SAMPLE_PIN_01575,0,5
29-11-2025,Odisha,Ganjam,SAMPLE_PIN_01604,0,5
06-09-2025,Odisha,Ganjam,SAMPLE_PIN_01622,2,17
03-09-2025,Orissa,Ganjam,SAMPLE_PIN_01604,0,1
17-11-2025,Odisha,Ganjam,SAMPLE_PIN_01639,0,2
16-10-2025,Odisha,Ganjam,SAMPLE_PIN_01593,2,16
24-10-2025,Odisha,Ganjam,SAMPLE_PIN_01608,0,3
23-12-2025,Odisha,Ganjam,SAMPLE_PIN_01608,0,4
06-11-2025,Orissa,Ganjam,SAMPLE_PIN_01608,0,1
01-03-2025,Odisha,Ganjam,SAMPLE_PIN_01587,47,318
25-10-2025,Odisha,Ganjam,SAMPLE_PIN_01586,9,12
31-10-2025,Orissa,Ganjam,SAMPLE_PIN_01616,2,3
25-10-2025,Odisha,Ganjam,SAMPLE_PIN_01571,2,7
15-10-2025,Odisha,Ganjam,SAMPLE_PIN_01583,3,7
18-11-2025,Odisha,Ganjam,SAMPLE_PIN_01583,0,10
23-10-2025,Odisha,Ganjam,SAMPLE_PIN_01631,1,0
13-09-2025,Odisha,Ganjam,SAMPLE_PIN_01606,1,1
14-11-2025,Odisha,Ganjam,SAMPLE_PIN_01603,5,21
10-12-2025,Odisha,Ganjam,SAMPLE_PIN_01593,0,10
19-09-2025,Orissa,Ganjam,SAMPLE_PIN_01614,0,5
21-12-2025,Odisha,Ganjam,SAMPLE_PIN_01600,0,4
06-12-2025,Orissa,Ganjam,SAMPLE_PIN_01620,1,1
15-12-2025,Odisha,Ganjam,SAMPLE_PIN_01641,0,5
15-11-2025,Odisha,Ganjam,SAMPLE_PIN_01603,5,16
17-11-2025,Odisha,Ganjam,SAMPLE_PIN_01619,0,2
06-11-2025,Odisha,Ganjam,SAMPLE_PIN_01604,2,7
13-11-2025,Odisha,Ganjam,SAMPLE_PIN_01604,0,9
09-12-2025,Odisha,Ganjam,SAMPLE_PIN_01590,4,12
27-12-2025,Odisha,Ganjam,SAMPLE_PIN_01616,0,3
20-09-2025,Odisha,Ganjam,SAMPLE_PIN_06237,0,6
03-12-2025,Odisha,Ganjam,SAMPLE_PIN_01573,2,9
14-12-2025,Odisha,Ganjam,SAMPLE_PIN_01581,4,11
02-09-2025,Orissa,Ganjam,SAMPLE_PIN_01644,0,3
22-10-2025,Odisha,Ganjam,SAMPLE_PIN_01643,0,1
25-10-2025,Odisha,Ganjam,SAMPLE_PIN_01623,7,24
20-10-2025,Odisha,Ganjam,SAMPLE_PIN_01576,0,2
16-09-2025,Odisha,Ganjam,SAMPLE_PIN_01601,3,11
09-12-2025,Odisha,Ganjam,SAMPLE_PIN_01605,2,1
16-12-2025,Odisha,Ganjam,SAMPLE_PIN_01573,0,4
13-12-2025,Odisha,Ganjam,SAMPLE_PIN_01607,2,8
27-11-2025,Odisha,Ganjam,SAMPLE_PIN_01642,1,2
28-11-2025,Odisha,Ganjam,SAMPLE_PIN_01576,1,17
15-12-2025,Odisha,Ganjam,SAMPLE_PIN_01623,1,19
16-09-2025,Odisha,Ganjam,SAMPLE_PIN_01619,0,3
27-12-2025,Odisha,Ganjam,SAMPLE_PIN_01606,1,4
28-10-2025,Odisha,Ganjam,SAMPLE_PIN_01631,0,1
01-03-2025,Odisha,Ganjam,SAMPLE_PIN_01640,28,388
18-11-2025,Orissa,Ganjam,SAMPLE_PIN_01576,0,4
12-12-2025,Odisha,Ganjam,SAMPLE_PIN_01620,1,3
28-10-2025,Odisha,Ganjam,SAMPLE_PIN_01597,1,1
29-11-2025,Odisha,Ganjam,SAMPLE_PIN_01644,1,8
04-11-2025,Odisha,Ganjam,SAMPLE_PIN_01592,1,11
01-09-2025,Odisha,Ganjam,SAMPLE_PIN_01622,3,26
18-09-2025,Odisha,Ganjam,SAMPLE_PIN_01641,0,2
28-10-2025,Odisha,Ganjam,SAMPLE_PIN_01629,2,1
26-11-2025,Odisha,Ganjam,SAMPLE_PIN_06237,0,2
08-12-2025,Odisha,Ganjam,SAMPLE_PIN_01598,1,12
09-12-2025,Odisha,Ganjam,SAMPLE_PIN_01610,0,7
07-12-2025,Odisha,Ganjam,SAMPLE_PIN_01599,6,5
26-12-2025,Orissa,Ganjam,SAMPLE_PIN_01589,2,17
28-11-2025,Odisha,Ganjam,SAMPLE_PIN_01629,0,7
05-09-2025,Orissa,Ganjam,SAMPLE_PIN_01639,0,1
23-12-2025,Orissa,Ganjam,SAMPLE_PIN_01610,0,3
06-09-2025,Orissa,Ganjam,SAMPLE_PIN_01578,0,3
20-09-2025,Odisha,Ganjam,SAMPLE_PIN_01611,2,2
07-11-2025,Orissa,Ganjam,SAMPLE_PIN_01599,0,2
16-11-2025,Odisha,Ganjam,SAMPLE_PIN_01576,2,7
27-12-2025,Odisha,Ganjam,SAMPLE_PIN_01583,0,17
18-11-2025,Odisha,Ganjam,SAMPLE_PIN_01626,1,11
12-12-2025,Orissa,Ganjam,SAMPLE_PIN_01583,0,3
31-10-2025,Odisha,Ganjam,SAMPLE_PIN_01582,0,7
06-12-2025,Odisha,Ganjam,SAMPLE_PIN_01644,2,9
14-12-2025,Odisha,Ganjam,SAMPLE_PIN_01630,1,4
29-12-2025,Odisha,Ganjam,SAMPLE_PIN_01578,2,7
19-11-2025,Odisha,Ganjam,SAMPLE_PIN_01584,0,3
07-11-2025,Odisha,Ganjam,SAMPLE_PIN_01582,0,4
19-09-2025,Orissa,Ganjam,SAMPLE_PIN_01617,0,1
24-10-2025,Odisha,Ganjam,SAMPLE_PIN_01636,2,7
03-11-2025,Odisha,Ganjam,SAMPLE_PIN_01571,2,6
13-10-2025,Odisha,Ganjam,SAMPLE_PIN_01618,0,2
26-10-2025,Odisha,Ganjam,SAMPLE_PIN_01596,2,8
18-09-2025,Odisha,Ganjam,SAMPLE_PIN_01603,3,13
27-10-2025,Odisha,Ganjam,SAMPLE_PIN_01606,4,4
27-12-2025,Odisha,Ganjam,SAMPLE_PIN_01631,0,1
19-11-2025,Orissa,Ganjam,SAMPLE_PIN_01583,0,2
20-12-2025,Odisha,Ganjam,SAMPLE_PIN_01599,1,9
09-09-2025,Odisha,Ganjam,SAMPLE_PIN_01620,2,1
19-09-2025,Odisha,Ganjam,SAMPLE_PIN_01612,0,14
02-09-2025,Odisha,Ganjam,SAMPLE_PIN_01620,3,6
12-09-2025,Odisha,Ganjam,SAMPLE_PIN_01630,0,2
15-11-2025,Odisha,Ganjam,SAMPLE_PIN_01619,3,3
