date,state,district,pincode,age_0_5,age_5_17,age_18_greater
02-11-2025,Odisha,Cuttack,SAMPLE_PIN_01168,3,0,0
21-12-2025,Odisha,Cuttack,SAMPLE_PIN_01158,1,0,0
13-10-2025,Odisha,Cuttack,SAMPLE_PIN_01159,1,0,0
15-10-2025,Odisha,Cuttack,SAMPLE_PIN_01169,1,0,0
13-10-2025,Odisha,Cuttack,SAMPLE_PIN_01150,1,0,0
08-11-2025,Odisha,Cuttack,SAMPLE_PIN_01160,1,0,0
03-11-2025,Odisha,Cuttack,SAMPLE_PIN_01154,1,0,0
16-10-2025,Odisha,Cuttack,SAMPLE_PIN_01155,1,1,0
19-10-2025,Odisha,Cuttack,SAMPLE_PIN_01170,1,0,0
02-09-2025,Odisha,Cuttack,SAMPLE_PIN_01171,0,1,0
24-09-2025,Odisha,Cuttack,SAMPLE_PIN_01165,0,2,0
06-09-2025,Odisha,Cuttack,SAMPLE_PIN_01154,7,2,0
11-09-2025,Odisha,Cuttack,SAMPLE_PIN_01172,2,0,0
24-09-2025,Odisha,Cuttack,SAMPLE_PIN_01173,0,1,0
15-11-2025,Odisha,Cuttack,SAMPLE_PIN_01157,2,0,0
18-09-2025,Odisha,Cuttack,SAMPLE_PIN_01145,1,0,0
03-11-2025,Odisha,Cuttack,SAMPLE_PIN_01174,1,0,0
17-10-2025,Odisha,Cuttack,SAMPLE_PIN_01160,2,0,0
05-11-2025,Odisha,Cuttack,SAMPLE_PIN_01139,2,0,0
30-10-2025,Odisha,Cuttack,SAMPLE_PIN_01160,1,0,0
08-11-2025,Odisha,Cuttack,SAMPLE_PIN_01138,0,1,0
05-09-2025,Odisha,Cuttack,SAMPLE_PIN_01175,1,0,0
15-10-2025,Odisha,Cuttack,SAMPLE_PIN_01139,2,0,0
06-11-2025,Odisha,Cuttack,SAMPLE_PIN_01134,2,0,0
31-12-2025,Odisha,Cuttack,SAMPLE_PIN_01176,7,4,0
06-09-2025,Odisha,Cuttack,SAMPLE_PIN_01138,6,0,0
11-09-2025,Odisha,Cuttack,SAMPLE_PIN_01168,0,1,0
27-10-2025,Odisha,Cuttack,SAMPLE_PIN_01138,1,0,0
13-09-2025,Odisha,Cuttack,SAMPLE_PIN_01137,2,0,0
18-09-2025,Odisha,Cuttack,SAMPLE_PIN_01146,3,0,0
25-10-2025,Odisha,Cuttack,SAMPLE_PIN_01177,3,0,0
28-12-2025,Odisha,Cuttack,SAMPLE_PIN_01149,1,0,0
13-09-2025,Odisha,Cuttack,SAMPLE_PIN_01147,3,1,0
19-11-2025,Odisha,Cuttack,SAMPLE_PIN_01177,1,0,0
13-09-2025,Odisha,Cuttack,SAMPLE_PIN_01145,4,1,0
31-10-2025,Odisha,Cuttack,SAMPLE_PIN_01175,0,1,0
28-12-2025,Odisha,Cuttack,SAMPLE_PIN_01151,2,2,0
31-12-2025,Odisha,Cuttack,SAMPLE_PIN_01143,1,1,0
01-11-2025,Odisha,Cuttack,SAMPLE_PIN_01134,0,1,0
11-11-2025,Odisha,Cuttack,SAMPLE_PIN_01154,1,2,0
01-09-2025,Odisha,Cuttack,SAMPLE_PIN_01134,1,0,0
31-12-2025,Odisha,Cuttack,SAMPLE_PIN_01178,0,1,0
13-09-2025,Orissa,Cuttack,SAMPLE_PIN_01179,1,0,0
15-10-2025,Odisha,Cuttack,SAMPLE_PIN_01138,2,1,0
15-11-2025,Odisha,Cuttack,SAMPLE_PIN_01170,5,0,0
22-09-2025,Odisha,Cuttack,SAMPLE_PIN_01151,2,0,0
11-09-2025,Odisha,Cuttack,SAMPLE_PIN_01180,1,0,0
24-12-2025,Odisha,Cuttack,SAMPLE_PIN_01179,2,0,0
15-11-2025,Odisha,Cuttack,SAMPLE_PIN_01181,4,0,0
05-09-2025,Orissa,Cuttack,SAMPLE_PIN_01182,1,0,0
10-09-2025,Odisha,Cuttack,SAMPLE_PIN_01156,1,0,0
27-10-2025,Odisha,Cuttack,SAMPLE_PIN_01172,0,1,0
21-10-2025,Odisha,Cuttack,SAMPLE_PIN_01139,1,0,0
16-11-2025,Odisha,Cuttack,SAMPLE_PIN_01180,1,0,0
31-12-2025,Odisha,Cuttack,SAMPLE_PIN_01156,0,1,0
15-12-2025,Odisha,Cuttack,SAMPLE_PIN_01150,4,1,0
26-09-2025,Odisha,Cuttack,SAMPLE_PIN_01135,1,0,0
19-11-2025,Odisha,Cuttack,SAMPLE_PIN_01148,3,1,0
18-10-2025,Odisha,Cuttack,SAMPLE_PIN_01175,1,0,0
15-10-2025,Orissa,Cuttack,SAMPLE_PIN_01151,1,0,0
23-12-2025,Odisha,Cuttack,SAMPLE_PIN_01166,1,0,0
15-12-2025,Orissa,Cuttack,SAMPLE_PIN_01167,1,1,0
27-10-2025,Odisha,Cuttack,SAMPLE_PIN_01179,1,0,0
16-09-2025,Odisha,Cuttack,SAMPLE_PIN_01165,0,1,0
06-09-2025,Odisha,Cuttack,SAMPLE_PIN_01183,2,0,0
13-09-2025,Odisha,Cuttack,SAMPLE_PIN_01151,3,1,0
18-10-2025,Odisha,Cuttack,SAMPLE_PIN_01184,1,0,0
29-12-2025,Odisha,Cuttack,SAMPLE_PIN_01137,1,0,0
29-09-2025,Odisha,Cuttack,SAMPLE_PIN_01159,0,1,0
15-11-2025,Orissa,Cuttack,SAMPLE_PIN_01145,1,0,0
18-11-2025,Odisha,Cuttack,SAMPLE_PIN_01177,0,2,0
05-09-2025,Odisha,Cuttack,SAMPLE_PIN_01179,1,0,0
17-10-2025,Odisha,Cuttack,SAMPLE_PIN_01180,1,0,0
15-10-2025,Orissa,Cuttack,SAMPLE_PIN_01163,1,0,0
12-09-2025,Orissa,Cuttack,SAMPLE_PIN_01185,0,1,0
07-11-2025,Odisha,Cuttack,SAMPLE_PIN_01141,4,2,0
31-10-2025,Odisha,Cuttack,SAMPLE_PIN_01148,0,1,0
25-12-2025,Odisha,Cuttack,SAMPLE_PIN_01171,2,0,0
12-09-2025,Odisha,Cuttack,SAMPLE_PIN_01154,6,4,0
29-09-2025,Odisha,Cuttack,SAMPLE_PIN_01167,0,1,0
17-09-2025,Odisha,Cuttack,SAMPLE_PIN_01159,1,0,0
24-10-2025,Odisha,Cuttack,SAMPLE_PIN_01144,2,0,0
31-12-2025,Odisha,Cuttack,SAMPLE_PIN_01145,1,4,0
26-10-2025,Odisha,Cuttack,SAMPLE_PIN_01156,0,1,0
25-11-2025,Odisha,Cuttack,SAMPLE_PIN_01182,3,1,0
11-11-2025,Odisha,Cuttack,SAMPLE_PIN_01168,0,1,0
05-09-2025,Odisha,Cuttack,SAMPLE_PIN_01134,1,0,0
12-11-2025,Odisha,Cuttack,SAMPLE_PIN_01143,1,0,0
29-10-2025,Odisha,Cuttack,SAMPLE_PIN_01181,3,0,0
24-09-2025,Odisha,Cuttack,SAMPLE_PIN_01182,0,1,0
28-10-2025,Odisha,Cuttack,SAMPLE_PIN_01161,1,0,0
08-09-2025,Odisha,Cuttack,SAMPLE_PIN_01182,2,2,0
03-09-2025,Odisha,Cuttack,SAMPLE_PIN_01186,1,0,0
21-12-2025,Odisha,Cuttack,SAMPLE_PIN_01157,3,0,0
15-10-2025,Odisha,Cuttack,SAMPLE_PIN_01157,1,0,0
26-12-2025,Odisha,Cuttack,SAMPLE_PIN_01157,1,0,0
04-09-2025,Odisha,Cuttack,SAMPLE_PIN_01173,0,1,0
04-09-2025,Odisha,Cuttack,SAMPLE_PIN_01135,2,0,0
02-11-2025,Odisha,Cuttack,SAMPLE_PIN_01155,1,0,0
10-11-2025,Odisha,Cuttack,SAMPLE_PIN_01145,1,0,0
17-09-2025,Orissa,Cuttack,SAMPLE_PIN_01147,1,0,0
18-11-2025,Odisha,Cuttack,SAMPLE_PIN_01141,2,0,0
17-10-2025,Odisha,Cuttack,SAMPLE_PIN_01151,1,0,0
27-12-2025,Orissa,Cuttack,SAMPLE_PIN_01155,1,0,0
26-10-2025,Orissa,Cuttack,SAMPLE_PIN_01159,1,0,0
17-09-2025,Odisha,Cuttack,SAMPLE_PIN_01145,1,0,0
23-12-2025,Odisha,Cuttack,SAMPLE_PIN_01185,1,0,0
12-09-2025,Odisha,Cuttack,SAMPLE_PIN_01180,1,0,0
11-09-2025,Odisha,Cuttack,SAMPLE_PIN_01140,4,0,0
16-09-2025,Odisha,Cuttack,SAMPLE_PIN_01176,1,2,0
28-12-2025,Odisha,Cuttack,SAMPLE_PIN_01134,1,1,0
25-09-2025,Odisha,Cuttack,SAMPLE_PIN_01187,1,0,0
31-12-2025,Odisha,Cuttack,SAMPLE_PIN_01156,0,1,0
06-09-2025,Odisha,Cuttack,SAMPLE_PIN_01167,0,1,0
09-11-2025,Odisha,Cuttack,SAMPLE_PIN_01149,1,0,0
13-11-2025,Odisha,Cuttack,SAMPLE_PIN_01179,0,1,0
16-11-2025,Odisha,Cuttack,SAMPLE_PIN_01171,1,0,0
05-11-2025,Odisha,Cuttack,SAMPLE_PIN_01140,1,2,0
11-11-2025,Odisha,Cuttack,SAMPLE_PIN_01167,0,1,0
22-09-2025,Odisha,Cuttack,SAMPLE_PIN_01156,1,1,0
15-12-2025,Odisha,Cuttack,SAMPLE_PIN_01134,4,0,0
06-09-2025,Orissa,Cuttack,SAMPLE_PIN_01147,1,0,0
31-10-2025,Odisha,Cuttack,SAMPLE_PIN_01146,1,1,0
05-09-2025,Odisha,Cuttack,SAMPLE_PIN_01188,1,0,0
15-12-2025,Odisha,Cuttack,SAMPLE_PIN_01182,5,0,0
05-09-2025,Odisha,Cuttack,SAMPLE_PIN_01177,2,0,0
19-09-2025,Odisha,Cuttack,SAMPLE_PIN_01175,4,0,0
13-09-2025,Orissa,Cuttack,SAMPLE_PIN_01180,1,0,0
30-10-2025,Odisha,Cuttack,SAMPLE_PIN_01152,1,0,0
27-12-2025,Odisha,Cuttack,SAMPLE_PIN_01184,1,1,0
09-11-2025,Odisha,Cuttack,SAMPLE_PIN_01140,3,1,0
25-09-2025,Orissa,Cuttack,SAMPLE_PIN_01155,0,1,0
15-12-2025,Odisha,Cuttack,SAMPLE_PIN_01170,6,1,0
09-11-2025,Odisha,Cuttack,SAMPLE_PIN_01138,1,1,0
04-09-2025,Odisha,Cuttack,SAMPLE_PIN_01169,1,0,0
19-10-2025,Odisha,Cuttack,SAMPLE_PIN_01189,1,0,0
18-11-2025,Odisha,Cuttack,SAMPLE_PIN_01146,1,0,0
26-12-2025,Odisha,Cuttack,SAMPLE_PIN_01174,0,1,0
15-11-2025,Odisha,Cuttack,SAMPLE_PIN_01183,1,0,0
04-11-2025,Odisha,Cuttack,SAMPLE_PIN_01181,1,0,0
15-12-2025,Odisha,Cuttack,SAMPLE_PIN_01149,2,1,0
08-09-2025,Odisha,Cuttack,SAMPLE_PIN_01138,3,0,0
20-09-2025,Orissa,Cuttack,SAMPLE_PIN_01150,1,0,0
13-09-2025,Orissa,Cuttack,SAMPLE_PIN_01176,1,0,0
18-11-2025,Odisha,Cuttack,SAMPLE_PIN_01186,3,1,0
27-09-2025,Odisha,Cuttack,SAMPLE_PIN_01182,2,0,0
25-10-2025,Odisha,Cuttack,SAMPLE_PIN_01135,2,0,0
31-10-2025,Odisha,Cuttack,SAMPLE_PIN_01156,0,1,0
03-09-2025,Odisha,Cuttack,SAMPLE_PIN_01171,0,1,0
28-10-2025,Odisha,Cuttack,SAMPLE_PIN_01163,0,1,0
29-12-2025,Odisha,Cuttack,SAMPLE_PIN_01183,1,0,0
25-11-2025,Odisha,Cuttack,SAMPLE_PIN_01145,1,0,0
13-09-2025,Odisha,Cuttack,SAMPLE_PIN_01158,1,0,0
08-09-2025,Odisha,Cuttack,SAMPLE_PIN_01159,1,0,0
27-12-2025,Odisha,Cuttack,SAMPLE_PIN_01145,1,0,0
13-10-2025,Odisha,Cuttack,SAMPLE_PIN_01168,2,2,0
24-12-2025,Odisha,Cuttack,SAMPLE_PIN_01143,1,2,0
10-11-2025,Odisha,Cuttack,SAMPLE_PIN_01175,1,0,0
03-11-2025,Odisha,Cuttack,SAMPLE_PIN_01146,0,1,0
22-12-2025,Odisha,Cuttack,SAMPLE_PIN_01164,1,0,0
02-11-2025,Odisha,Cuttack,SAMPLE_PIN_01151,1,1,0
02-11-2025,Odisha,Cuttack,SAMPLE_PIN_01167,2,1,0
06-11-2025,Odisha,Cuttack,SAMPLE_PIN_01174,1,0,0
30-10-2025,Orissa,Cuttack,SAMPLE_PIN_01147,0,2,0
22-12-2025,Orissa,Cuttack,SAMPLE_PIN_01164,1,0,0
03-11-2025,Odisha,Cuttack,SAMPLE_PIN_01162,0,1,0
24-10-2025,Odisha,Cuttack,SAMPLE_PIN_01162,0,1,0
25-11-2025,Odisha,Cuttack,SAMPLE_PIN_01180,1,0,0
19-09-2025,Odisha,Cuttack,SAMPLE_PIN_01150,2,0,0
13-10-2025,Odisha,Cuttack,SAMPLE_PIN_01164,2,0,0
23-09-2025,Odisha,Cuttack,SAMPLE_PIN_01137,2,0,0
25-11-2025,Odisha,Cuttack,SAMPLE_PIN_01183,1,0,0
31-12-2025,Orissa,Cuttack,SAMPLE_PIN_01181,0,1,0
15-10-2025,Odisha,Cuttack,SAMPLE_PIN_01183,1,0,0
31-12-2025,Odisha,Cuttack,SAMPLE_PIN_01169,0,1,0
15-09-2025,Odisha,Cuttack,SAMPLE_PIN_01149,1,0,0
06-09-2025,Odisha,Cuttack,SAMPLE_PIN_01168,4,2,0
30-10-2025,Odisha,Cuttack,SAMPLE_PIN_01180,2,0,0
31-12-2025,Odisha,Cuttack,SAMPLE_PIN_01181,1,0,0
18-11-2025,Odisha,Cuttack,SAMPLE_PIN_01160,2,0,0
15-12-2025,Odisha,Cuttack,SAMPLE_PIN_01166,2,0,0
19-10-2025,Odisha,Cuttack,SAMPLE_PIN_01190,1,0,0
03-11-2025,Orissa,Cuttack,SAMPLE_PIN_01159,1,0,0
31-10-2025,Odisha,Cuttack,SAMPLE_PIN_01139,1,0,0
19-10-2025,Odisha,Cuttack,SAMPLE_PIN_01186,1,0,0
26-09-2025,Orissa,Cuttack,SAMPLE_PIN_01147,1,0,0
22-12-2025,Orissa,Cuttack,SAMPLE_PIN_01180,1,0,0
16-10-2025,Odisha,Cuttack,SAMPLE_PIN_01177,1,0,0
19-10-2025,Odisha,Cuttack,SAMPLE_PIN_01179,2,0,0
16-10-2025,Orissa,Cuttack,SAMPLE_PIN_01181,1,0,0
15-10-2025,Odisha,Cuttack,SAMPLE_PIN_01144,1,0,0
25-10-2025,Odisha,Cuttack,SAMPLE_PIN_01169,1,0,0
20-09-2025,Orissa,Cuttack,SAMPLE_PIN_01181,0,1,0
28-10-2025,Odisha,Cuttack,SAMPLE_PIN_01176,1,1,0
24-09-2025,Odisha,Cuttack,SAMPLE_PIN_01176,2,0,0
10-11-2025,Odisha,Cuttack,SAMPLE_PIN_01187,0,1,0
09-09-2025,Odisha,Cuttack,SAMPLE_PIN_01177,3,1,0
27-12-2025,Odisha,Cuttack,SAMPLE_PIN_01165,1,1,0
08-09-2025,Odisha,Cuttack,SAMPLE_PIN_01135,5,0,0
10-09-2025,Odisha,Cuttack,SAMPLE_PIN_01191,1,1,0
22-12-2025,Odisha,Cuttack,SAMPLE_PIN_01147,3,0,0
02-09-2025,Odisha,Cuttack,SAMPLE_PIN_01142,1,0,0
15-09-2025,Odisha,Cuttack,SAMPLE_PIN_01139,1,0,0
19-11-2025,Odisha,Cuttack,SAMPLE_PIN_01182,1,0,0
09-09-2025,Odisha,Cuttack,SAMPLE_PIN_01169,1,0,0
13-10-2025,Odisha,Cuttack,SAMPLE_PIN_01177,1,0,0
27-12-2025,Odisha,Cuttack,SAMPLE_PIN_01146,1,1,0
23-09-2025,Odisha,Cuttack,SAMPLE_PIN_01156,1,0,0
17-10-2025,Orissa,Cuttack,SAMPLE_PIN_01192,1,0,0
25-10-2025,Odisha,Cuttack,SAMPLE_PIN_01179,1,0,0
03-09-2025,Odisha,Cuttack,SAMPLE_PIN_01177,4,1,0
07-09-2025,Odisha,Cuttack,SAMPLE_PIN_01161,1,0,0
18-11-2025,Orissa,Cuttack,SAMPLE_PIN_01140,1,1,0
20-09-2025,Odisha,Cuttack,SAMPLE_PIN_01135,1,0,0
03-11-2025,Orissa,Cuttack,SAMPLE_PIN_01183,1,0,0
22-12-2025,Odisha,Cuttack,SAMPLE_PIN_01185,1,0,0
23-12-2025,Odisha,Cuttack,SAMPLE_PIN_01143,2,0,0
15-11-2025,Odisha,Cuttack,SAMPLE_PIN_01134,1,1,0
08-11-2025,Odisha,Cuttack,SAMPLE_PIN_01188,0,1,0
08-09-2025,Orissa,Cuttack,SAMPLE_PIN_01156,1,0,0
01-11-2025,Odisha,Cuttack,SAMPLE_PIN_01140,1,0,0
15-09-2025,Odisha,Cuttack,SAMPLE_PIN_01140,3,2,0
24-09-2025,Odisha,Cuttack,SAMPLE_PIN_01141,3,1,0
11-09-2025,Odisha,Cuttack,SAMPLE_PIN_01143,3,1,0
26-12-2025,Odisha,Cuttack,SAMPLE_PIN_01140,1,2,0
22-12-2025,Odisha,Cuttack,SAMPLE_PIN_01163,1,0,0
29-12-2025,Odisha,Cuttack,SAMPLE_PIN_01176,4,0,0
18-09-2025,Odisha,Cuttack,SAMPLE_PIN_01144,1,1,0
10-11-2025,Odisha,Cuttack,SAMPLE_PIN_01150,2,0,0
15-09-2025,Odisha,Cuttack,SAMPLE_PIN_01136,1,0,0
16-11-2025,Orissa,Cuttack,SAMPLE_PIN_01156,2,0,0
19-11-2025,Odisha,Cuttack,SAMPLE_PIN_01173,1,1,0
24-09-2025,Odisha,Cuttack,SAMPLE_PIN_01181,3,0,0
01-09-2025,Odisha,Cuttack,SAMPLE_PIN_01158,3,0,0
23-09-2025,Odisha,Cuttack,SAMPLE_PIN_01182,1,0,0
24-09-2025,Odisha,Cuttack,SAMPLE_PIN_01154,4,0,0
31-12-2025,Odisha,Cuttack,SAMPLE_PIN_01167,0,1,0
25-10-2025,Odisha,Cuttack,SAMPLE_PIN_01154,1,0,0
28-10-2025,Odisha,Cuttack,SAMPLE_PIN_01145,2,0,0
27-10-2025,Orissa,Cuttack,SAMPLE_PIN_01163,2,0,0
25-11-2025,Odisha,Cuttack,SAMPLE_PIN_01157,0,1,0
18-11-2025,Odisha,Cuttack,SAMPLE_PIN_01183,1,0,0
15-12-2025,Odisha,Cuttack,SAMPLE_PIN_01160,5,0,0
28-12-2025,Odisha,Cuttack,SAMPLE_PIN_01151,2,2,0
16-11-2025,Odisha,Cuttack,SAMPLE_PIN_01162,0,1,0
25-12-2025,Odisha,Cuttack,SAMPLE_PIN_01182,0,1,0
06-09-2025,Odisha,Cuttack,SAMPLE_PIN_01179,1,0,0
03-09-2025,Odisha,Cuttack,SAMPLE_PIN_01159,2,1,0
13-10-2025,Odisha,Cuttack,SAMPLE_PIN_01193,2,0,0
31-10-2025,Odisha,Cuttack,SAMPLE_PIN_01183,3,1,0
26-10-2025,Odisha,Cuttack,SAMPLE_PIN_01194,0,1,0
31-12-2025,Odisha,Cuttack,SAMPLE_PIN_01142,0,1,0
08-09-2025,Odisha,Cuttack,SAMPLE_PIN_01163,1,0,0
10-11-2025,Odisha,Cuttack,SAMPLE_PIN_01176,2,0,0
19-10-2025,Odisha,Cuttack,SAMPLE_PIN_01151,2,0,0
17-10-2025,Odisha,Cuttack,SAMPLE_PIN_01193,2,2,0
16-11-2025,Odisha,Cuttack,SAMPLE_PIN_01189,1,0,0
17-09-2025,Orissa,Cuttack,SAMPLE_PIN_01180,1,0,0
17-09-2025,Odisha,Cuttack,SAMPLE_PIN_01135,1,0,0
19-10-2025,Orissa,Cuttack,SAMPLE_PIN_01152,1,0,0
24-09-2025,Odisha,Cuttack,SAMPLE_PIN_01193,3,0,0
22-09-2025,Odisha,Cuttack,SAMPLE_PIN_01145,1,0,0
23-09-2025,Odisha,Cuttack,SAMPLE_PIN_01181,3,1,0
19-09-2025,Odisha,Cuttack,SAMPLE_PIN_01146,3,0,0
23-09-2025,Odisha,Cuttack,SAMPLE_PIN_01189,1,0,0
23-12-2025,Odisha,Cuttack,SAMPLE_PIN_01177,3,0,0
29-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01195,1,0,0
18-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01196,1,0,0
09-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01197,1,0,0
09-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01198,1,0,0
22-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01199,1,0,0
17-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01200,1,0,0
22-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01201,2,0,0
13-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01202,2,0,0
12-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01203,2,1,0
27-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01204,0,1,0
26-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01205,1,0,0
04-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01206,3,0,0
30-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01207,4,0,0
09-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01208,2,0,0
31-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01209,6,0,0
19-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01210,2,1,0
25-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01211,2,0,0
17-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01212,2,0,0
29-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01205,1,0,0
28-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01213,2,0,0
19-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01214,1,0,0
24-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01215,0,1,0
19-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01216,0,1,0
25-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01217,1,0,0
25-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01218,1,0,0
28-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01219,2,0,0
18-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01220,1,0,0
31-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01221,1,3,0
15-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01211,2,0,0
16-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01212,1,0,0
11-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01213,1,1,0
15-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01210,1,0,0
15-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01207,2,2,0
18-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01222,5,0,0
05-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01223,1,0,0
03-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01224,1,0,0
13-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01225,1,0,0
22-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01197,1,0,0
15-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01226,2,0,0
15-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01227,1,0,0
02-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01207,3,0,0
23-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01228,4,0,0
31-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01229,1,0,0
21-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01230,3,0,0
10-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01222,0,1,0
15-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01231,2,0,0
03-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01232,4,0,0
30-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01204,3,2,0
16-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01211,3,1,0
10-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01233,2,0,0
22-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01234,1,0,0
24-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01235,1,0,0
17-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01228,1,0,0
02-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01201,1,0,0
13-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01233,1,0,0
13-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01224,3,0,0
16-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01195,0,0,1
02-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01207,1,0,0
26-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01236,1,0,0
18-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01219,1,0,0
01-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01237,1,0,0
22-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01230,5,0,0
29-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01214,1,0,0
08-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01238,1,0,0
09-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01239,2,1,0
24-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01208,2,0,0
27-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01240,1,0,0
19-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01197,4,0,0
16-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01209,1,0,0
13-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01241,2,0,0
25-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01221,1,1,0
15-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01209,4,0,0
29-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01222,1,0,0
27-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01242,0,1,0
03-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01243,1,1,0
15-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01206,2,0,0
16-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01244,2,0,0
15-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01216,1,0,0
23-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01240,3,0,0
15-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01245,5,0,0
05-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01246,2,0,0
28-10-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01198,0,1,0
07-11-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01207,1,0,0
31-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01215,4,0,0
15-12-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01247,2,0,0
03-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01197,0,2,0
20-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01248,1,0,0
29-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01249,0,1,0
04-09-2025,Karnataka,Dakshina Kannada,SAMPLE_PIN_01250,1,0,0
